date,symbol,action,timestamp,entry,close,profit,percentage,result,balance
2021-08-28 16:03:43,FTM,buy,1630166623000,0.5179,0.5215,0.695114887,0.00695114887,end,111.6562327
2021-08-29 4:39:56,LUNA,buy,1630211996000,34.59,34.83,0.6938421509,0.006938421509,end,112.4323718
2021-08-29 8:38:32,REN,buy,1630226312000,0.6501,0.6552,0.7844946931,0.007844946931,end,113.212475
2021-08-30 16:05:22,C98,buy,1630339522000,4.89,4.888,-0.0408997955,-0.000408997955,end,114.1006208
2021-08-30 17:03:30,UNI,buy,1630343010000,26.92,26.82,-0.3714710253,-0.003714710253,end,114.0539539
2021-08-30 17:05:13,BAL,buy,1630343113000,27.42,27.35,-0.2552881109,-0.002552881109,end,113.6302765
2021-08-30 18:45:49,BNB,buy,1630349149000,476.7,477.5,0.1678204321,0.001678204321,end,113.3401919
2021-08-31 7:18:29,FTM,buy,1630394309000,0.846,0.8491,0.36643026,0.0036643026,end,113.5303999
2021-08-31 7:42:38,DOT,buy,1630395758000,27.58,27.72,0.5076142132,0.005076142132,end,113.9464097
2021-08-31 16:29:37,LIT,buy,1630427377000,5.46,5.421,-0.7142857143,-0.007142857143,end,114.5248178
2021-09-01 2:47:29,REEF,buy,1630464449000,0.02455,0.02482,1.099796334,0.01099796334,end,113.7067834
2021-09-02 14:25:48,BNB,buy,1630592748000,491.8,492.7,0.18300122,0.0018300122,end,114.9573265
2021-09-02 16:37:42,SOL,buy,1630600662000,121.6,121.67,0.05756578947,0.0005756578947,end,115.1676998
2021-09-03 1:35:09,NEAR,buy,1630632909000,5.885,5.953,1.155480034,0.01155480034,end,115.233997
2021-09-03 9:14:09,LINK,buy,1630660449000,30.82,30.96,0.4542504867,0.004542504867,end,116.5655028
2021-09-03 9:56:57,LTC,buy,1630663017000,190.1,191.5,0.7364544976,0.007364544976,end,117.0950021
2021-09-03 10:30:20,BCH,buy,1630665020000,680.8,682,0.1762632197,0.001762632197,end,117.9573536
2021-09-04 0:04:42,FTM,buy,1630713882000,1.0173,1.0276,1.012484026,0.01012484026,end,118.165269
2021-09-04 7:43:41,ALICE,buy,1630741421000,19.15,19.36,1.096605744,0.01096605744,end,119.3616735
2021-09-04 8:08:27,CHR,buy,1630742907000,0.4654,0.460746,-1,-0.01,stop loss,120.6706004
2021-09-04 8:41:34,ICP,buy,1630744894000,72.91,73.43,0.7132080647,0.007132080647,end,119.4638944
2021-09-04 10:48:06,YFI,buy,1630752486000,41241.61,41253.41,0.02861188009,0.0002861188009,end,120.3159206
2021-09-05 13:56:13,FLOW,buy,1630850173000,27.09,27.1,0.0369139904,0.000369139904,end,120.3503452
2021-09-06 16:00:48,SOL,buy,1630944048000,152.74,154.93,1.433809087,0.01433809087,end,120.3947713
2021-09-06 16:34:44,FTM,buy,1630946084000,1.4024,1.4138,0.8128921848,0.008128921848,end,122.1210025
2021-09-06 18:07:58,RUNE,buy,1630951678000,11.862,11.969,0.9020401281,0.009020401281,end,123.1137146
2021-09-07 14:36:01,ETH,buy,1631025361000,3658.62,3677.56,0.5176815302,0.005176815302,end,124.2242497
2021-09-08 8:29:32,NEAR,buy,1631089772000,7.779,8.007,2.930967991,0.02930967991,end,124.8673357
2021-09-08 11:50:03,NEAR,buy,1631101803000,10.579,10.47321,-1,-0.01,stop loss,128.5271573
2021-09-09 5:42:05,ALGO,buy,1631166125000,2.0673,2.0528,-0.7013979587,-0.007013979587,end,127.2418857
2021-09-09 6:23:05,WAVES,buy,1631168585000,31.03,30.7197,-1,-0.01,stop loss,126.3494138
2021-09-09 17:11:55,BNB,buy,1631207515000,431.4,432.8,0.324524803,0.00324524803,end,125.0859196
2021-09-10 2:26:06,IOST,buy,1631240766000,0.07847,0.07981,1.707658978,0.01707658978,end,125.4918545
2021-09-10 12:21:09,AVAX,buy,1631276469000,48.94,49.15,0.4290968533,0.004290968533,end,127.6348274
2021-09-10 15:53:24,ALGO,buy,1631289204000,1.9825,1.9865,0.2017654477,0.002017654477,end,128.1825044
2021-09-10 17:31:54,ETH,buy,1631295114000,3317.19,3324.36,0.2161467989,0.002161467989,end,128.4411324
2021-09-10 18:06:23,RAY,buy,1631297183000,14.481,14.33619,-1,-0.01,stop loss,128.7187538
2021-09-10 18:30:36,WAVES,buy,1631298636000,30.23,30.25,0.06615944426,0.0006615944426,end,127.4315663
2021-09-11 12:00:32,AVAX,buy,1631361632000,49.59,49.63,0.08066142367,0.0008066142367,end,127.5158743
2021-09-11 12:22:43,SRM,buy,1631362963000,12.811,12.781,-0.2341737569,-0.002341737569,end,127.6187304
2021-09-12 11:50:12,KSM,buy,1631447412000,423.5,422.8,-0.1652892562,-0.001652892562,end,127.3198808
2021-09-12 13:51:37,ALGO,buy,1631454697000,2.1497,2.1612,0.5349583663,0.005349583663,end,127.1094347
2021-09-13 16:01:09,DOT,buy,1631548869000,36.66,37.01,0.9547190398,0.009547190398,end,127.7894173
2021-09-13 16:27:43,LIT,buy,1631550463000,4.734,4.734,0,0,end,129.0094472
2021-09-14 5:22:12,XTZ,buy,1631596932000,7.849,7.907,0.7389476366,0.007389476366,end,129.0094472
2021-09-14 8:46:03,LIT,buy,1631609163000,4.728,4.704,-0.5076142132,-0.005076142132,end,129.9627594
2021-09-14 10:22:13,DYDX,buy,1631614933000,10.89,10.923,0.303030303,0.00303030303,end,129.30305
2021-09-14 13:41:44,BAL,buy,1631626904000,26.26,25.9974,-1,-0.01,stop loss,129.6948774
2021-09-14 16:13:40,AAVE,buy,1631636020000,384.9,381.051,-1,-0.01,stop loss,128.3979287
2021-09-15 11:58:48,BNB,buy,1631707128000,424.8,425.7,0.2118644068,0.002118644068,end,127.1139494
2021-09-15 13:07:33,BTC,buy,1631711253000,47456.31,47462.35,0.01272749609,0.0001272749609,end,127.3832586
2021-09-15 17:35:27,SNX,buy,1631727327000,14.45,14.616,1.148788927,0.01148788927,end,127.3994713
2021-09-16 16:20:05,AVAX,buy,1631809205000,67.3,67.23,-0.1040118871,-0.001040118871,end,128.8630223
2021-09-16 17:00:50,SOL,buy,1631811650000,159.48,158.48,-0.6270378731,-0.006270378731,end,128.7289894
2021-09-16 17:24:55,C98,buy,1631813095000,3.902,3.934,0.8200922604,0.008200922604,end,127.9218099
2021-09-18 2:30:12,DYDX,buy,1631932212000,17.142,17.088,-0.3150157508,-0.003150157508,end,128.9708868
2021-09-18 5:02:32,DOT,buy,1631941352000,34.86,34.81,-0.1434308663,-0.001434308663,end,128.5646082
2021-09-18 14:15:56,ALGO,buy,1631974556000,2.0215,2.0384,0.8360128617,0.008360128617,end,128.3802069
2021-09-18 17:03:31,FTT,buy,1631984611000,64,63.9,-0.15625,-0.0015625,end,129.4534819
2021-09-18 18:40:35,FTT,buy,1631990435000,64.03,64,-0.04685303764,-0.0004685303764,end,129.2512108
2021-09-19 3:34:22,BTC,buy,1632022462000,47837.26,47908.08,0.1480435961,0.001480435961,end,129.1906527
2021-09-21 13:30:32,ETH,buy,1632231032000,3025.01,3023.73,-0.04231390971,-0.0004231390971,end,129.3819112
2021-09-22 15:33:06,AVAX,buy,1632324786000,66.5,67.14,0.962406015,0.00962406015,end,129.3271647
